1;2503.28
2;2192.77
3;1856.2
4;1469.96
5;1294.72
6;1220.57
7;1063.93
8;1003.75
9;997.255
10;973.277
11;911.317
12;889.68
13;844.35
14;817.799
15;787.866
16;772.341
